convertedManaCost,toughness,power,edhrecRank,num_rulings,num_sets_printed,colour_U,colour_R,colour_W,colour_G,colour_B,colour_[],rarity_common,rarity_uncommon,rarity_rare,rarity_mythic,prices.paper.2019-08-11
4,3,3,18798,0,9,0,0,0,0,0,0,0,0,1,0,1.67
2,0,0,11475,1,9,0,0,0,0,0,0,0,0,1,0,2.73
3,1,1,2240,1,20,0,0,0,0,0,0,0,0,1,0,7.2
2,1,1,16018,0,17,0,0,0,0,0,0,1,0,0,0,0.18
1,1,2,7204,0,14,0,0,0,0,0,0,0,0,1,0,4.77
3,2,2,17172,0,19,0,0,0,0,0,0,1,0,0,0,0.18
4,2,2,17548,1,11,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,5139,0,17,0,0,0,0,0,0,1,0,0,0,0.24
6,5,5,17176,0,12,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,18145,0,10,0,0,0,0,0,0,0,0,1,0,4.26
5,4,4,7126,1,26,0,0,0,0,0,0,0,1,0,0,0.82
3,4,3,15621,0,9,0,0,0,0,0,0,0,0,1,0,5.74
5,4,4,4287,0,40,0,0,0,0,0,0,0,1,0,0,2.16
1,1,1,11565,0,13,0,0,0,0,0,0,1,0,0,0,0.19
6,5,5,5238,0,31,0,0,0,0,0,0,0,0,1,0,9.81
3,1,1,7856,0,9,0,0,0,0,0,0,0,0,1,0,1.28
4,4,3,16466,1,14,0,0,0,0,0,0,0,1,0,0,0.24
5,4,2,16040,1,13,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,14214,1,10,0,0,0,0,0,0,0,0,1,0,0.48
3,2,2,17390,0,13,0,0,0,0,0,0,0,1,0,0,0.25
3,2,0,1254,0,15,0,0,0,0,0,0,0,0,1,0,2.95
5,0,0,5308,1,9,0,0,0,0,0,0,0,0,1,0,13.02
5,5,2,13215,1,9,0,0,0,0,0,0,0,0,1,0,1.48
3,5,1,6292,0,15,0,0,0,0,0,0,0,1,0,0,0.26
3,4,1,8719,0,17,0,0,0,0,0,0,0,1,0,0,0.24
3,3,2,13795,0,11,0,0,0,0,0,0,0,1,0,0,0.24
3,5,0,10131,0,17,0,0,0,0,0,0,0,1,0,0,0.25
3,7,0,6431,0,10,0,0,0,0,0,0,0,1,0,0,0.35
3,8,0,10346,0,12,0,0,0,0,0,0,0,1,0,0,0.25
4,5,3,8261,0,17,0,0,0,0,0,0,0,1,0,0,0.25
3,5,0,12578,0,10,0,0,0,0,0,0,0,1,0,0,0.25
1,3,0,11836,0,13,0,0,0,0,0,0,1,0,0,0,0.2
4,3,3,15395,0,14,0,0,0,0,0,0,1,0,0,0,0.19
5,4,5,17987,0,12,0,0,0,0,0,0,0,1,0,0,0.24
2,2,2,6022,0,20,0,0,0,0,0,0,0,1,0,0,0.45
1,1,0,8319,0,12,0,0,0,0,0,0,0,0,1,0,2.49
3,3,2,1990,0,13,0,0,0,0,0,0,0,0,1,0,3.87
5,6,2,16339,1,4,0,0,0,0,0,0,0,1,0,0,0.24
5,4,4,12195,0,31,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,17787,1,5,0,0,0,0,0,0,0,1,0,0,0.23
2,1,1,14051,1,5,0,0,0,0,0,0,1,0,0,0,0.19
4,2,2,13718,0,6,0,0,0,0,0,0,0,1,0,0,0.25
3,1,0,6161,0,5,0,0,0,0,0,0,1,0,0,0,0.21
3,1,6,6040,1,13,0,0,0,0,0,0,0,0,1,0,2.62
1,1,1,13564,1,12,0,0,0,0,0,0,1,0,0,0,0.19
3,2,1,18221,0,7,0,0,0,0,0,0,1,0,0,0,0.19
1,1,0,77,0,28,0,0,0,0,0,0,0,0,1,0,8.76
2,2,2,7182,0,19,0,0,0,0,0,0,0,1,0,0,0.32
2,1,1,16508,0,13,0,0,0,0,0,0,1,0,0,0,0.19
4,3,3,16864,0,21,0,0,0,0,0,0,0,1,0,0,0.23
3,2,2,17611,0,6,0,0,0,0,0,0,1,0,0,0,0.19
4,5,4,16074,0,6,0,0,0,0,0,0,1,0,0,0,0.19
4,1,0,16867,0,6,0,0,0,0,0,0,0,1,0,0,0.24
3,4,1,18228,0,5,0,0,0,0,0,0,0,1,0,0,0.24
5,4,2,13810,1,12,0,0,0,0,0,0,0,0,1,0,0.42
6,7,7,17078,1,5,0,0,0,0,0,0,0,0,1,0,0.33
6,4,6,13903,0,15,0,0,0,0,0,0,1,0,0,0,0.17
4,2,2,17824,0,6,0,0,0,0,0,0,0,0,1,0,0.33
2,1,2,18029,1,5,0,0,0,0,0,0,1,0,0,0,0.19
4,3,2,8806,1,17,0,0,0,0,0,0,0,1,0,0,0.25
2,1,1,11163,0,21,0,0,0,0,0,0,1,0,0,0,0.18
5,4,4,17444,0,9,0,0,0,0,0,0,1,0,0,0,0.17
3,1,1,13439,1,11,0,0,0,0,0,0,1,0,0,0,0.18
5,5,4,17086,0,16,0,0,0,0,0,0,0,1,0,0,0.24
3,1,1,18043,0,6,0,0,0,0,0,0,0,0,1,0,0.34
7,5,5,16385,1,5,0,0,0,0,0,0,0,0,1,0,0.36
5,3,3,13236,1,12,0,0,0,0,0,0,0,1,0,0,0.23
2,1,2,13820,0,16,0,0,0,0,0,0,0,0,1,0,0.47
2,3,2,18047,1,9,0,0,0,0,0,0,1,0,0,0,0.18
5,4,5,12479,0,17,0,0,0,0,0,0,0,1,0,0,0.24
6,8,8,14767,0,16,0,0,0,0,0,0,0,0,1,0,0.49
3,1,0,14561,0,11,0,0,0,0,0,0,1,0,0,0,0.18
4,2,2,8808,1,12,0,0,0,0,0,0,0,0,1,0,0.41
4,4,2,12264,0,6,0,0,0,0,0,0,0,1,0,0,0.22
4,4,2,8708,1,28,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,16243,0,8,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,8721,1,14,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,1860,1,17,0,0,0,0,0,0,0,0,1,0,1.91
2,1,3,18518,0,4,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,16726,0,10,0,0,0,0,0,0,1,0,0,0,0.17
2,2,2,5816,0,20,0,0,0,0,0,0,1,0,0,0,0.19
4,3,3,17480,0,20,0,0,0,0,0,0,1,0,0,0,0.19
3,3,2,14467,0,12,0,0,0,0,0,0,1,0,0,0,0.18
1,1,1,17868,0,5,0,0,0,0,0,0,0,0,1,0,0.39
3,2,2,3850,1,17,0,0,0,0,0,0,0,1,0,0,1.16
2,2,2,17488,0,14,0,0,0,0,0,0,1,0,0,0,0.19
5,5,3,16917,0,11,0,0,0,0,0,0,1,0,0,0,0.19
7,8,6,17288,1,6,0,0,0,0,0,0,0,0,1,0,0.35
3,3,3,18944,0,6,0,0,0,0,0,0,0,1,0,0,0.24
3,1,0,11344,0,6,0,0,0,0,0,0,0,1,0,0,0.29
9,10,10,14094,1,7,0,0,0,0,0,0,0,0,1,0,0.45
3,1,1,9241,1,12,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,74,0,38,0,0,0,0,0,0,1,0,0,0,0.24
2,2,2,3420,0,18,0,0,0,0,0,0,0,0,1,0,6.84
7,7,7,9304,1,15,0,0,0,0,0,0,0,0,1,0,0.48
3,1,2,16750,0,8,0,0,0,0,0,0,1,0,0,0,0.19
6,6,5,12844,0,22,0,0,0,0,0,0,0,0,1,0,0.4
4,2,1,9563,0,5,0,0,0,0,0,0,1,0,0,0,0.17
1,1,1,15009,0,20,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,12376,1,14,0,0,0,0,0,0,1,0,0,0,0.17
1,1,1,15129,0,15,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14480,1,5,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,9654,1,12,0,0,0,0,0,0,0,0,1,0,1.99
4,3,3,10144,0,11,0,0,0,0,0,0,0,0,1,0,0.41
3,3,1,15487,1,18,0,0,0,0,0,0,0,1,0,0,0.22
2,1,1,17327,1,5,0,0,0,0,0,0,0,1,0,0,0.23
3,2,2,15604,0,13,0,0,0,0,0,0,1,0,0,0,0.19
6,6,6,18114,1,12,0,0,0,0,0,0,0,0,1,0,0.41
4,1,4,18115,0,12,0,0,0,0,0,0,0,1,0,0,0.23
4,3,3,17154,0,15,0,0,0,0,0,0,0,1,0,0,0.23
2,1,1,13604,1,5,0,0,0,0,0,0,1,0,0,0,0.17
5,3,4,9449,0,12,0,0,0,0,0,0,0,0,1,0,0.39
3,1,1,14486,0,6,0,0,0,0,0,0,1,0,0,0,0.19
3,1,1,6965,0,20,0,0,0,0,0,0,1,0,0,0,0.2
5,2,2,18117,1,4,0,0,0,0,0,0,0,0,1,0,0.36
4,2,3,17923,1,7,0,0,0,0,0,0,0,1,0,0,0.24
4,1,2,12498,0,7,0,0,0,0,0,0,0,0,1,0,0.39
3,1,1,2240,1,20,0,0,0,0,0,0,0,0,1,0,2.39
2,1,1,16018,0,17,0,0,0,0,0,0,1,0,0,0,0.18
1,1,2,7204,0,14,0,0,0,0,0,0,0,0,1,0,1.22
3,2,2,17172,0,19,0,0,0,0,0,0,1,0,0,0,0.18
4,2,2,17548,1,11,0,0,0,0,0,0,0,1,0,0,0.24
1,1,1,5139,0,17,0,0,0,0,0,0,1,0,0,0,0.18
6,5,5,17176,0,12,0,0,0,0,0,0,1,0,0,0,0.17
5,3,3,15886,0,6,0,0,0,0,0,0,0,1,0,0,0.24
5,4,4,7126,1,26,0,0,0,0,0,0,0,1,0,0,0.35
5,4,4,4287,0,40,0,0,0,0,0,0,0,1,0,0,0.5
1,1,1,11565,0,13,0,0,0,0,0,0,1,0,0,0,0.19
6,5,5,5238,0,31,0,0,0,0,0,0,0,0,1,0,1.38
2,1,1,15624,1,6,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,12346,0,4,0,0,0,0,0,0,1,0,0,0,0.18
3,1,1,7856,0,9,0,0,0,0,0,0,0,0,1,0,0.65
4,4,3,16466,1,14,0,0,0,0,0,0,0,1,0,0,0.24
5,4,2,16040,1,13,0,0,0,0,0,0,0,1,0,0,0.23
1,1,1,14214,1,10,0,0,0,0,0,0,0,0,1,0,0.41
3,2,0,13790,1,6,0,0,0,0,0,0,0,0,1,0,0.44
1,1,1,9999,0,9,0,0,0,0,0,0,1,0,0,0,0.19
4,3,1,12187,1,5,0,0,0,0,0,0,0,1,0,0,0.25
3,2,2,17390,0,13,0,0,0,0,0,0,0,1,0,0,0.24
1,1,0,16326,0,10,0,0,0,0,0,0,1,0,0,0,0.18
3,2,0,1254,0,15,0,0,0,0,0,0,0,0,1,0,2.75
3,5,1,6292,0,15,0,0,0,0,0,0,0,1,0,0,0.24
3,4,1,8719,0,17,0,0,0,0,0,0,0,1,0,0,0.25
3,3,2,13795,0,11,0,0,0,0,0,0,0,1,0,0,0.24
3,4,1,13417,0,4,0,0,0,0,0,0,0,1,0,0,0.25
3,5,0,10131,0,17,0,0,0,0,0,0,0,1,0,0,0.23
3,7,0,6431,0,10,0,0,0,0,0,0,0,1,0,0,0.32
3,8,0,10346,0,12,0,0,0,0,0,0,0,1,0,0,0.23
4,5,3,8261,0,17,0,0,0,0,0,0,0,1,0,0,0.24
3,5,0,12578,0,10,0,0,0,0,0,0,0,1,0,0,0.23
1,3,0,11836,0,13,0,0,0,0,0,0,1,0,0,0,0.18
4,3,3,15395,0,14,0,0,0,0,0,0,1,0,0,0,0.16
5,4,5,17987,0,12,0,0,0,0,0,0,0,1,0,0,0.22
2,1,1,16055,1,15,0,0,0,0,0,0,0,1,0,0,0.25
2,2,2,6022,0,20,0,0,0,0,0,0,0,1,0,0,0.28
1,1,0,8319,0,12,0,0,0,0,0,0,0,0,1,0,1.32
3,1,1,10133,1,7,0,0,0,0,0,0,0,0,1,0,0.38
2,1,1,15288,0,7,0,0,0,0,0,0,1,0,0,0,0.18
3,3,2,1990,0,13,0,0,0,0,0,0,0,0,1,0,3.33
4,2,2,15539,0,1,0,0,0,0,0,0,1,0,0,0,0.16
2,1,1,3657,1,2,0,0,0,0,0,0,0,0,1,0,19.85
4,4,2,5145,1,2,0,0,0,0,0,0,0,1,0,0,0.28
4,3,2,5664,0,1,0,0,0,0,0,0,0,0,1,0,0.5
2,3,3,17413,1,2,0,0,0,0,0,0,1,0,0,0,0.18
9,5,5,4715,0,1,0,0,0,0,0,0,0,0,1,0,5.99
9,5,5,4584,0,1,0,0,0,0,0,0,0,0,1,0,4.08
9,5,5,8416,0,1,0,0,0,0,0,0,0,0,1,0,1
9,5,5,7766,0,1,0,0,0,0,0,0,0,0,1,0,1.25
9,5,5,7288,0,1,0,0,0,0,0,0,0,0,1,0,1.36
4,2,2,16682,0,3,0,0,0,0,0,0,1,0,0,0,0.16
3,6,7,12880,0,1,0,0,0,0,0,0,0,0,1,0,0.38
4,8,8,13021,1,2,0,0,0,0,0,0,0,0,1,0,0.42
4,1,5,17443,0,2,0,0,0,0,0,0,1,0,0,0,0.18
3,3,3,18496,1,1,0,0,0,0,0,0,0,1,0,0,0.24
3,1,2,23,1,14,0,0,0,0,0,0,0,1,0,0,4.96
6,6,4,14077,0,2,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,18918,0,1,0,0,0,0,0,0,1,0,0,0,0.15
4,2,2,8313,0,11,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,16903,1,1,0,0,0,0,0,0,1,0,0,0,0.17
8,6,5,8538,0,2,0,0,0,0,0,0,0,0,1,0,0.35
6,4,5,18302,0,2,0,0,0,0,0,0,0,1,0,0,0.23
2,1,2,3880,1,2,0,0,0,0,0,0,0,0,1,0,2.23
4,2,2,17678,0,1,0,0,0,0,0,0,0,1,0,0,0.24
5,3,3,17679,0,1,0,0,0,0,0,0,1,0,0,0,0.18
2,2,2,8539,0,1,0,0,0,0,0,0,1,0,0,0,0.17
4,3,2,14373,0,1,0,0,0,0,0,0,1,0,0,0,0.18
5,3,3,14785,0,2,0,0,0,0,0,0,0,1,0,0,0.24
7,5,5,8013,0,4,0,0,0,0,0,0,0,0,1,0,0.36
6,4,3,5656,1,1,0,0,0,0,0,0,0,0,1,0,4.73
3,2,2,12223,0,1,0,0,0,0,0,0,0,0,1,0,0.43
7,6,3,18341,0,1,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,15858,1,1,0,0,0,0,0,0,0,1,0,0,0.23
6,1,4,15491,0,1,0,0,0,0,0,0,0,1,0,0,0.25
8,4,5,13612,0,4,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,5194,1,6,0,0,0,0,0,0,0,1,0,0,1.59
3,3,1,10583,0,3,0,0,0,0,0,0,1,0,0,0,0.18
3,1,1,3655,0,6,0,0,0,0,0,0,0,1,0,0,0.25
1,1,3,8608,0,3,0,0,0,0,0,0,1,0,0,0,0.51
2,1,1,6786,0,2,0,0,0,0,0,0,1,0,0,0,0.17
2,2,1,8953,0,1,0,0,0,0,0,0,1,0,0,0,0.19
5,2,3,17377,0,1,0,0,0,0,0,0,1,0,0,0,0.17
2,1,1,7108,0,2,0,0,0,0,0,0,1,0,0,0,0.2
7,6,6,3758,1,4,0,0,0,0,0,0,0,0,1,0,0.57
3,2,2,258,1,6,0,0,0,0,0,0,1,0,0,0,0.3
6,4,5,17208,0,1,0,0,0,0,0,0,1,0,0,0,0.17
2,2,1,7235,0,3,0,0,0,0,0,0,0,1,0,0,0.34
4,3,3,18846,0,1,0,0,0,0,0,0,0,1,0,0,0.23
4,2,1,17979,0,2,0,0,0,0,0,0,1,0,0,0,0.17
3,1,1,7727,0,4,0,0,0,0,0,0,1,0,0,0,0.19
5,4,3,16851,0,4,0,0,0,0,0,0,0,1,0,0,0.24
4,3,2,6913,0,12,0,0,0,0,0,0,0,1,0,0,0.26
5,4,4,12195,0,31,0,0,0,0,0,0,0,1,0,0,0.24
8,4,8,15916,1,4,0,0,0,0,0,0,0,0,1,0,0.38
5,1,3,17405,0,3,0,0,0,0,0,0,1,0,0,0,0.2
3,1,2,16857,0,2,0,0,0,0,0,0,0,0,1,0,0.35
4,2,2,13718,0,6,0,0,0,0,0,0,0,1,0,0,0.24
2,2,1,9073,0,7,0,0,0,0,0,0,0,1,0,0,0.36
4,3,2,18215,1,4,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,16346,1,3,0,0,0,0,0,0,1,0,0,0,0.18
4,4,2,18218,0,6,0,0,0,0,0,0,0,1,0,0,0.25
3,1,6,6040,1,13,0,0,0,0,0,0,0,0,1,0,2.73
1,1,1,13564,1,12,0,0,0,0,0,0,1,0,0,0,0.2
3,2,1,18221,0,7,0,0,0,0,0,0,1,0,0,0,0.2
1,1,0,77,0,28,0,0,0,0,0,0,0,0,1,0,9
2,2,2,7182,0,19,0,0,0,0,0,0,0,1,0,0,0.35
4,2,2,10417,0,6,0,0,0,0,0,0,0,0,1,0,0.33
2,1,1,16508,0,13,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,13226,0,4,0,0,0,0,0,0,1,0,0,0,0.18
4,3,3,16864,0,21,0,0,0,0,0,0,0,1,0,0,0.25
3,2,3,18461,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,17611,0,6,0,0,0,0,0,0,1,0,0,0,0.2
4,1,0,16867,0,6,0,0,0,0,0,0,0,1,0,0,0.25
3,2,2,15083,0,4,0,0,0,0,0,0,1,0,0,0,0.18
3,4,1,18228,0,5,0,0,0,0,0,0,0,1,0,0,0.23
3,1,1,17426,0,3,0,0,0,0,0,0,1,0,0,0,0.19
5,4,2,13810,1,12,0,0,0,0,0,0,0,0,1,0,0.4
7,4,6,15087,0,4,0,0,0,0,0,0,0,1,0,0,0.24
6,4,6,13903,0,15,0,0,0,0,0,0,1,0,0,0,0.18
4,2,2,17824,0,6,0,0,0,0,0,0,0,0,1,0,0.35
3,2,1,14850,0,5,0,0,0,0,0,0,1,0,0,0,0.19
2,1,4,14848,0,5,0,0,0,0,0,0,1,0,0,0,0.25
5,5,4,16227,0,2,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,18033,0,3,0,0,0,0,0,0,1,0,0,0,0.25
4,4,4,18246,0,4,0,0,0,0,0,0,0,0,1,0,0.35
2,1,1,11163,0,21,0,0,0,0,0,0,1,0,0,0,0.19
5,4,4,17444,0,9,0,0,0,0,0,0,1,0,0,0,0.19
2,1,2,17085,0,3,0,0,0,0,0,0,1,0,0,0,0.2
3,1,1,13439,1,11,0,0,0,0,0,0,1,0,0,0,0.19
4,2,2,12259,1,4,0,0,0,0,0,0,0,0,1,0,0.41
5,3,3,13236,1,12,0,0,0,0,0,0,0,1,0,0,0.24
2,1,2,13820,0,16,0,0,0,0,0,0,0,0,1,0,0.47
2,3,2,18047,1,9,0,0,0,0,0,0,1,0,0,0,0.18
5,6,3,15824,0,4,0,0,0,0,0,0,0,1,0,0,0.25
5,3,3,6922,1,13,0,0,0,0,0,0,0,1,0,0,0.31
3,2,1,18916,0,4,0,0,0,0,0,0,0,1,0,0,0.25
5,3,2,17638,0,4,0,0,0,0,0,0,0,1,0,0,0.23
6,8,8,14767,0,16,0,0,0,0,0,0,0,0,1,0,0.44
3,1,0,14561,0,11,0,0,0,0,0,0,1,0,0,0,0.19
4,2,2,8808,1,12,0,0,0,0,0,0,0,0,1,0,0.41
3,1,1,4126,0,5,0,0,0,0,0,0,0,1,0,0,0.26
1,2,2,17463,0,6,0,0,0,0,0,0,1,0,0,0,0.19
4,4,2,8708,1,28,0,0,0,0,0,0,1,0,0,0,0.19
3,7,0,4266,0,5,0,0,0,0,0,0,0,1,0,0,0.28
1,1,1,14988,0,6,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,16099,0,5,0,0,0,0,0,0,1,0,0,0,0.19
3,2,2,1860,1,17,0,0,0,0,0,0,0,0,1,0,2.15
5,4,2,17278,0,2,0,0,0,0,0,0,0,1,0,0,0.25
2,2,2,5816,0,20,0,0,0,0,0,0,1,0,0,0,0.19
4,3,3,17480,0,20,0,0,0,0,0,0,1,0,0,0,0.19
2,3,1,16913,0,2,0,0,0,0,0,0,1,0,0,0,0.18
5,3,3,16914,1,2,0,0,0,0,0,0,1,0,0,0,0.2
4,2,6,17867,0,3,0,0,0,0,0,0,1,0,0,0,0.18
3,3,2,14467,0,12,0,0,0,0,0,0,1,0,0,0,0.19
5,4,2,14668,1,3,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,17285,0,3,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,12079,1,2,0,0,0,0,0,0,1,0,0,0,0.2
2,2,2,17488,0,14,0,0,0,0,0,0,1,0,0,0,0.19
5,5,3,16917,0,11,0,0,0,0,0,0,1,0,0,0,0.19
6,3,3,18535,1,4,0,0,0,0,0,0,0,1,0,0,0.24
6,6,6,18943,0,3,0,0,0,0,0,0,0,1,0,0,0.24
3,1,0,11344,0,6,0,0,0,0,0,0,0,1,0,0,0.35
1,1,3,11978,1,5,0,0,0,0,0,0,1,0,0,0,0.21
5,5,2,12970,1,5,0,0,0,0,0,0,0,0,1,0,0.37
5,2,2,14473,1,3,0,0,0,0,0,0,0,1,0,0,0.25
2,1,2,12274,0,6,0,0,0,0,0,0,0,1,0,0,0.28
3,1,1,12486,0,4,0,0,0,0,0,0,1,0,0,0,0.19
4,4,1,18318,1,3,0,0,0,0,0,0,1,0,0,0,0.18
9,10,10,14094,1,7,0,0,0,0,0,0,0,0,1,0,0.45
3,1,1,9241,1,12,0,0,0,0,0,0,1,0,0,0,0.18
1,1,1,74,0,38,0,0,0,0,0,0,1,0,0,0,0.24
2,2,2,3420,0,18,0,0,0,0,0,0,0,0,1,0,6.7
7,7,7,9304,1,15,0,0,0,0,0,0,0,0,1,0,0.47
3,1,2,16750,0,8,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,10167,1,3,0,0,0,0,0,0,0,0,1,0,0.52
4,2,1,9563,0,5,0,0,0,0,0,0,1,0,0,0,0.2
1,1,1,15009,0,20,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,15478,0,3,0,0,0,0,0,0,1,0,0,0,0.18
2,1,1,12376,1,14,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,16753,1,3,0,0,0,0,0,0,1,0,0,0,0.22
3,1,1,18100,0,2,0,0,0,0,0,0,0,1,0,0,0.25
1,1,1,15129,0,15,0,0,0,0,0,0,1,0,0,0,0.21
1,1,1,14276,0,4,0,0,0,0,0,0,1,0,0,0,0.21
3,2,2,17142,1,3,0,0,0,0,0,0,1,0,0,0,0.2
2,1,1,9654,1,12,0,0,0,0,0,0,0,0,1,0,2.29
3,3,1,15487,1,18,0,0,0,0,0,0,0,1,0,0,0.22
1,1,1,13118,1,3,0,0,0,0,0,0,0,1,0,0,0.25
1,2,2,17697,0,3,0,0,0,0,0,0,1,0,0,0,0.18
3,2,2,16771,1,3,0,0,0,0,0,0,1,0,0,0,0.19
5,3,2,14891,1,3,0,0,0,0,0,0,0,0,1,0,0.36
3,2,2,10461,0,4,0,0,0,0,0,0,0,0,1,0,0.49
2,1,2,12610,0,4,0,0,0,0,0,0,0,1,0,0,0.29
5,6,6,17699,1,4,0,0,0,0,0,0,0,0,1,0,0.38
3,2,2,15604,0,13,0,0,0,0,0,0,1,0,0,0,0.23
6,6,6,18114,1,12,0,0,0,0,0,0,0,0,1,0,0.38
4,1,4,18115,0,12,0,0,0,0,0,0,0,1,0,0,0.25
4,3,3,17154,0,15,0,0,0,0,0,0,0,1,0,0,0.24
2,1,1,13604,1,5,0,0,0,0,0,0,1,0,0,0,0.19
5,3,4,9449,0,12,0,0,0,0,0,0,0,0,1,0,0.45
3,1,1,14486,0,6,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,15734,1,3,0,0,0,0,0,0,0,1,0,0,0.23
3,1,1,6965,0,20,0,0,0,0,0,0,1,0,0,0,0.2
4,1,0,16005,1,4,0,0,0,0,0,0,0,1,0,0,0.25
4,2,3,17923,1,7,0,0,0,0,0,0,0,1,0,0,0.23
4,1,2,12498,0,7,0,0,0,0,0,0,0,0,1,0,0.37
3,2,2,13330,0,2,0,0,0,0,0,0,1,0,0,0,0.19
2,2,1,18793,0,4,0,0,0,0,0,0,1,0,0,0,0.18
3,1,2,18371,0,5,0,0,0,0,0,0,1,0,0,0,0.2
2,1,1,16018,0,17,0,0,0,0,0,0,1,0,0,0,0.19
8,6,7,13858,0,7,0,0,0,0,0,0,1,0,0,0,0.2
3,2,2,17172,0,19,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,14205,0,6,0,0,0,0,0,0,1,0,0,0,0.19
1,1,1,5139,0,17,0,0,0,0,0,0,1,0,0,0,0.21
6,5,5,17176,0,12,0,0,0,0,0,0,1,0,0,0,0.19
5,3,2,18597,0,3,0,0,0,0,0,0,0,1,0,0,0.24
2,1,1,13265,0,5,0,0,0,0,0,0,0,1,0,0,0.32
3,1,0,8892,1,3,0,0,0,0,0,0,0,1,0,0,0.32
5,3,3,15886,0,6,0,0,0,0,0,0,0,1,0,0,0.25
4,2,2,3183,1,5,0,0,0,0,0,0,0,0,1,0,0.46
7,4,4,14497,1,3,0,0,0,0,0,0,0,0,1,0,0.82
4,2,2,18599,0,2,0,0,0,0,0,0,0,1,0,0,0.23
1,1,1,11565,0,13,0,0,0,0,0,0,1,0,0,0,0.19
2,3,0,13617,1,3,0,0,0,0,0,0,1,0,0,0,0.18
6,5,5,5238,0,31,0,0,0,0,0,0,0,0,1,0,1.05
6,5,5,5238,0,31,0,0,0,0,0,0,0,0,1,0,1.05
6,6,5,16992,1,4,0,0,0,0,0,0,0,0,1,0,0.4
3,1,1,7856,0,9,0,0,0,0,0,0,0,0,1,0,0.77
4,4,3,16466,1,14,0,0,0,0,0,0,0,1,0,0,0.22
5,3,4,18394,1,3,0,0,0,0,0,0,0,1,0,0,0.24
3,2,2,11358,0,6,0,0,0,0,0,0,0,0,1,0,0.43
1,1,1,16035,0,2,0,0,0,0,0,0,1,0,0,0,0.2
5,5,2,14129,1,4,0,0,0,0,0,0,0,0,1,0,0.55
5,4,2,16040,1,13,0,0,0,0,0,0,0,1,0,0,0.25
3,2,0,13790,1,6,0,0,0,0,0,0,0,0,1,0,0.45
1,1,1,9999,0,9,0,0,0,0,0,0,1,0,0,0,0.19
1,1,0,16326,0,10,0,0,0,0,0,0,1,0,0,0,0.2
3,2,0,1254,0,15,0,0,0,0,0,0,0,0,1,0,1.78
2,2,1,17981,0,3,0,0,0,0,0,0,1,0,0,0,0.19
3,5,1,6292,0,15,0,0,0,0,0,0,0,1,0,0,0.28
3,4,1,8719,0,17,0,0,0,0,0,0,0,1,0,0,0.25
3,3,2,13795,0,11,0,0,0,0,0,0,0,1,0,0,0.24
3,5,0,10131,0,17,0,0,0,0,0,0,0,1,0,0,0.24
3,8,0,10346,0,12,0,0,0,0,0,0,0,1,0,0,0.25
4,5,3,8261,0,17,0,0,0,0,0,0,0,1,0,0,0.24
4,3,3,15395,0,14,0,0,0,0,0,0,1,0,0,0,0.19
2,1,1,16055,1,15,0,0,0,0,0,0,0,1,0,0,0.25
2,2,2,6022,0,20,0,0,0,0,0,0,0,1,0,0,0.34
5,2,3,18434,0,4,0,0,0,0,0,0,0,1,0,0,0.24
4,4,2,17045,0,2,0,0,0,0,0,0,0,1,0,0,0.25
2,1,1,13490,0,4,0,0,0,0,0,0,0,0,1,0,0.5
3,1,1,10133,1,7,0,0,0,0,0,0,0,0,1,0,0.45
2,1,1,15288,0,7,0,0,0,0,0,0,1,0,0,0,0.17
3,3,2,1990,0,13,0,0,0,0,0,0,0,0,1,0,4.15
4,1,1,14427,1,2,0,0,0,0,0,0,0,0,1,0,0.44
4,3,2,6913,0,12,0,0,0,0,0,0,0,1,0,0,0.25
5,4,4,12195,0,31,0,0,0,0,0,0,0,1,0,0,0.24
